1,2,O,0000-10-29 10:31,201000000
2,2,O,0000-10-29 10:31,201000000
3,2,O,0000-10-29 10:31,201000000
4,2,O,0000-10-29 10:31,201000000
5,2,O,0000-10-29 10:31,201000000
6,2,O,0000-10-29 10:31,201000000
7,2,O,0000-10-29 10:31,201000000
8,2,O,0000-10-29 10:31,201000000
9,2,O,0000-10-29 10:31,201000000
10,2,O,0000-10-29 10:31,201000000
11,2,O,0000-10-29 10:31,201000000
12,2,O,0000-10-29 10:31,201000000
13,2,O,0000-10-29 10:31,201000000
14,2,O,0000-10-29 10:31,201000000
15,2,O,0000-10-29 10:31,201000000
16,2,O,0000-10-29 10:31,201000000
17,2,O,0000-10-29 10:31,201000000
18,2,O,0000-10-29 10:31,201000000
19,2,O,0000-10-29 10:31,201000000
20,2,O,0000-10-29 10:31,201000000
21,2,O,0000-10-29 10:31,201000000
22,2,O,0000-10-29 10:31,201000000
23,2,O,0000-10-29 10:31,201000000
24,2,O,0000-10-29 10:31,201000000
25,2,O,0000-10-29 10:31,201000000
26,2,O,0000-10-29 10:31,201000000
27,2,O,0000-10-29 10:31,201000000
28,2,O,0000-10-29 10:31,201000000
29,2,O,0000-10-29 10:31,201000000
30,2,O,0000-10-29 10:31,201000000
1,4,O,0000-10-29 10:31,201000000
2,4,O,0000-10-29 10:31,201000000
3,4,O,0000-10-29 10:31,201000000
4,4,O,0000-10-29 10:31,201000000
5,4,O,0000-10-29 10:31,201000000
6,4,O,0000-10-29 10:31,201000000
7,4,O,0000-10-29 10:31,201000000
8,4,O,0000-10-29 10:31,201000000
9,4,O,0000-10-29 10:31,201000000
10,4,O,0000-10-29 10:31,201000000
11,4,O,0000-10-29 10:31,201000000
12,4,O,0000-10-29 10:31,201000000
13,4,O,0000-10-29 10:31,201000000
14,4,O,0000-10-29 10:31,201000000
15,4,O,0000-10-29 10:31,201000000
16,4,O,0000-10-29 10:31,201000000
17,4,O,0000-10-29 10:31,201000000
18,4,O,0000-10-29 10:31,201000000
19,4,O,0000-10-29 10:31,201000000
20,4,O,0000-10-29 10:31,201000000
